Date,StatArbTradingSignal,ClosePrice,FinalStatArbTradingSignal,Trades,Position,PnL
2014-03-21,0.03562228563489947,0.8896005749702454,0.010028706698604898,0,2000000,-2050.2209663391113
2014-03-24,0.032899303567457946,0.8908129930496216,0.009805748026474083,0,2000000,374.6151924133301
2014-03-25,0.029546831547257724,0.893096387386322,0.010600767778676258,0,2000000,4941.403865814209
2014-03-26,0.030060535841015312,0.8956560492515564,0.00847155146716518,0,2000000,10060.727596282959
2014-03-27,0.027875889016907525,0.9010145664215088,0.002287861546788201,0,2000000,20777.761936187744
2014-03-28,0.033660679554948315,0.9066511988639832,0.00018856095684110393,-1,1000000,22183.44807624817
2014-03-30,0.03161822531618231,0.9049773812294006,0.005766768273981383,-1,0,30377.209186553955
2014-03-31,0.028924155456940374,0.9048135876655579,0.009489671805994254,0,0,30377.209186553955
2014-04-01,0.010401325130252936,0.9067827463150024,0.00461654377926627,0,0,30377.209186553955
2014-04-02,-0.0022444265015898147,0.9067004919052124,-0.00028973810458842185,0,0,30377.209186553955
2014-04-03,-0.008228059962248952,0.9062896370887756,-0.006589172792113992,0,0,30377.209186553955
2014-04-06,0.002467078089505576,0.9107550978660583,-0.00994249368714835,0,0,30377.209186553955
2014-04-07,0.00026706616972675505,0.9111201763153076,-0.006605063194801155,0,0,30377.209186553955
2014-04-08,0.012240440349935523,0.9149967432022095,0.0013784325133612914,0,0,30377.209186553955
2014-04-09,0.02272541068368604,0.9191175699234009,0.01003681904414344,1,1000000,30377.209186553955
2014-04-10,0.00969187073015208,0.9146285653114319,0.010396633024708309,0,1000000,25888.20457458496
2014-04-13,0.016816653891165535,0.9110621213912964,0.00938403767085794,0,1000000,22321.760654449463
2014-04-14,0.014683656423039218,0.9117432832717896,0.008328346088758652,0,1000000,23002.922534942627
2014-04-15,-0.012172970384516642,0.9103819727897644,0.0010460680743039456,0,1000000,21641.61205291748
2014-04-16,0.0013082082946685087,0.9083476662635803,0.011411920943591865,1,2000000,19607.3055267334
2014-04-17,-0.01761064411476553,0.9085044860839844,0.004335449688158432,0,2000000,19920.945167541504
2014-04-20,-0.012549704225267909,0.907375156879425,0.006610089423783418,0,2000000,17662.28675842285
2014-04-21,-0.01786027759979698,0.907605767250061,0.0035865160332657067,0,2000000,18123.507499694824
2014-04-22,-0.004138567810125079,0.9069225192070007,0.009544429510989577,0,2000000,16757.01141357422
2014-04-23,-0.002977276018616394,0.9065772294998169,0.004497406943374578,0,2000000,16066.431999206543
2014-04-24,-0.01816576070649528,0.9073586463928223,0.0017088256080477005,0,2000000,17629.265785217285
2014-04-27,-0.011615256202174006,0.9062896370887756,0.003079003305605593,0,2000000,15491.247177124023
2014-04-28,-0.027660544279909237,0.9071035385131836,0.0023315296787579363,0,2000000,17119.05002593994
2014-04-29,-0.022431181790013105,0.9130752682685852,-0.004172112401375254,0,2000000,29062.509536743164
2014-04-30,-0.003314901417044029,0.9119926691055298,0.005379149587237779,0,2000000,26897.311210632324
2014-05-01,0.0032867877342086576,0.9121341109275818,0.006942236957651791,0,2000000,27180.194854736328
2014-05-04,0.016406321765290048,0.9110787510871887,0.008607150182629543,0,2000000,25069.475173950195
2014-05-05,0.021534075256344425,0.9125586748123169,0.0068315305555885185,0,2000000,28029.322624206543
2014-05-06,0.025153924968268827,0.9183580279350281,0.012165901468307486,1,3000000,39628.028869629015
2014-05-07,0.00503759249547271,0.9175995588302612,0.005611491695945153,-1,2000000,35027.48409907031
2014-05-08,-0.0014639819640524313,0.9233440160751343,-0.006976624807682557,-1,1000000,48841.53604507457
2014-05-11,-0.0030528019482145893,0.9175995588302612,-0.013824089687902738,-1,0,43097.078800201416
2014-05-12,-0.0016805315464292906,0.9175995588302612,-0.011830789819777364,-1,-1000000,43097.078800201416
2014-05-13,0.000662061647460817,0.9169264435768127,-0.016274862880688613,0,-1000000,43770.1940536499
2014-05-14,0.013362494995677644,0.9185266494750977,-0.019539658092910677,1,0,42169.98815536499
2014-05-15,0.008128467524622734,0.9194557070732117,-0.02306961561747674,-1,-1000000,42169.98815536499
2014-05-18,0.0003570914313412296,0.9204797148704529,-0.023883745218546696,0,-1000000,41145.98035812378
2014-05-19,-0.0030546538139035405,0.9198024272918701,-0.024828984433351575,0,-1000000,41823.26793670654
2014-05-20,-0.029657193597271075,0.9167247414588928,-0.03201568093957223,0,-1000000,44900.95376968384
2014-05-21,-0.029435311329355895,0.9162711501121521,-0.012653676150236198,1,0,45354.54511642456
2014-05-22,-0.02980705820221635,0.9180207252502441,-0.013792493928475971,-1,-1000000,45354.54511642456
2014-05-25,-0.04420852508475688,0.9200478196144104,-0.0172306717956081,0,-1000000,43327.4507522583
2014-05-26,-0.03619614538586974,0.9211495518684387,-0.014177091814293573,0,-1000000,42225.71849822998
2014-05-27,-0.03442416962791646,0.9213193655014038,-0.01349274230343892,0,-1000000,42055.90486526489
2014-05-28,-0.07784574627237574,0.9200478196144104,-0.02896082998647213,0,-1000000,43327.4507522583
2014-05-29,-0.07794985372322433,0.9227135181427002,-0.02325573852207702,0,-1000000,40661.752223968506
2014-06-01,-0.07843578993742968,0.9222539663314819,-0.019034691222525667,0,-1000000,41121.30403518677
2014-06-02,-0.09735735105529768,0.9172461032867432,-0.01538979021416011,0,-1000000,46129.16707992554
2014-06-03,-0.08740313353597118,0.9160865545272827,-0.010085080392965842,1,0,47288.715839385986
2014-06-04,-0.08390464134958876,0.913993239402771,-0.006798846532057901,0,0,47288.715839385986
2014-06-05,-0.040654742347989575,0.9156838059425354,0.002457732126915614,0,0,47288.715839385986
2014-06-08,-0.02589699122414216,0.9153066873550415,0.005141205070776933,0,0,47288.715839385986
2014-06-09,-0.027999895524028828,0.9169264435768127,0.004131701331489,0,0,47288.715839385986
2014-06-10,-0.0018679160342878324,0.9175826907157898,0.002750851427803825,0,0,47288.715839385986
2014-06-11,0.043702051867080066,0.92011559009552,0.006418727244602314,0,0,47288.715839385986
2014-06-12,0.08109927840372527,0.9212259650230408,0.020833315437689334,1,1000000,47288.715839385986
2014-06-15,0.0699940177131018,0.9211495518684387,0.021017351935770843,0,1000000,47212.302684783936
2014-06-16,0.07151834942647452,0.921735405921936,0.01968146611620517,0,1000000,47798.15673828125
2014-06-17,0.06193298131096897,0.920640766620636,0.016123320579251345,-1,0,46703.5174369812
2014-06-18,0.08434089686544563,0.922934889793396,0.021225429966322575,1,1000000,46703.5174369812
2014-06-19,0.07009607529273182,0.9244707822799683,0.019565497550724086,0,1000000,48239.40992355347
2014-06-22,0.05478300548549357,0.930059552192688,0.011816482851431593,-1,0,53828.17983627319
2014-06-23,0.04697815779623739,0.9319403767585754,0.009086247187622833,0,0,53828.17983627319
2014-06-24,0.02989072892732795,0.9308386445045471,0.0014831601750173308,0,0,53828.17983627319
2014-06-25,0.048996492749482375,0.9326704740524292,0.005281370296008067,0,0,53828.17983627319
2014-06-26,0.05257775448972826,0.9353224635124207,0.0044185914070797305,0,0,53828.17983627319
2014-06-29,0.04288132560234087,0.9376025199890137,0.0006399460424460896,0,0,53828.17983627319
2014-06-30,0.03221902481656147,0.9371192455291748,0.0026551337576709044,0,0,53828.17983627319
2014-07-01,0.023602233515532582,0.9403976202011108,0.018623286922335176,1,1000000,53828.17983627319
2014-07-02,0.022328034442619035,0.937505841255188,0.01562563904330346,0,1000000,50936.40089035034
2014-07-03,0.009838347172592746,0.9401589035987854,0.002163502650769031,0,1000000,53589.463233947754
2014-07-06,0.004326331633158244,0.9389671087265015,-0.00043112306988795935,0,1000000,52397.66836166382
2014-07-07,0.00952681936693912,0.936154305934906,0.0024718821270021812,0,1000000,49584.86557006836
2014-07-08,0.02005012953685745,0.9370051622390747,0.004386514211191572,0,1000000,50435.72187423706
2014-07-09,0.02495344464382266,0.939020037651062,0.00839552104274067,0,1000000,52450.597286224365
2014-07-10,0.019289822384436103,0.9391170740127563,-0.0027163603043290495,0,1000000,52547.6336479187
2014-07-13,0.02398774849394328,0.932201087474823,0.0036095053706591694,0,1000000,45631.64710998535
2014-07-14,0.021391281223406708,0.9332711696624756,0.00430084451877126,0,1000000,46701.72929763794
2014-07-15,-0.0040620848552234325,0.9294371604919434,-0.002438125635938187,0,1000000,42867.72012710571
2014-07-16,-0.009579730686769343,0.9313761591911316,-0.009969576771585236,0,1000000,44806.718826293945
2014-07-17,-0.021898526590232923,0.9292470812797546,-0.017149262435315803,-1,0,42677.64091491699
2014-07-20,-0.011352719056533497,0.9311593770980835,-0.011600504188667028,-1,-1000000,42677.64091491699
2014-07-21,-0.019134231696612807,0.931306779384613,-0.015123545922616038,0,-1000000,42530.23862838745
2014-07-22,-0.021997417608739262,0.9312721490859985,-0.02072643478783338,0,-1000000,42564.86892700195
2014-07-23,-0.040227772964150615,0.9319316744804382,-0.021914646929641915,0,-1000000,41905.343532562256
2014-07-24,-0.044114602980652326,0.9307520985603333,-0.023068195117143475,0,-1000000,43084.919452667236
2014-07-27,-0.042013574913582,0.925026535987854,-0.02247113501834133,1,0,48810.482025146484
2014-07-28,-0.03946805656326836,0.9260973930358887,-0.018944607396902246,-1,-1000000,48810.482025146484
2014-07-29,-0.040977769502187546,0.9216335415840149,-0.019028123321948493,0,-1000000,53274.333477020264
2014-07-30,-0.03574537161915598,0.9168423414230347,-0.014438409245463094,1,0,58065.53363800049
2014-07-31,-0.028212663167745088,0.916985273361206,-0.014888027725307585,-1,-1000000,58065.53363800049
2014-08-03,-0.02269026372167126,0.9156167507171631,-0.011550690717010195,0,-1000000,59434.05628204346
2014-08-04,-0.018503126967440022,0.9169768691062927,-0.009025862456763324,1,0,58073.93789291382
2014-08-05,-0.027740641629535566,0.9122339487075806,-0.011947563029804036,-1,-1000000,58073.93789291382
2014-08-06,-0.020807674040858905,0.9160529375076294,-0.012611844026445726,0,-1000000,54254.94909286499
2014-08-07,-0.020898831331235875,0.9148042798042297,-0.017948022487595448,0,-1000000,55503.60679626465
2014-08-10,-0.012524354983731004,0.9117432832717896,-0.009156270760622014,0,-1000000,58564.603328704834
2014-08-11,-0.01438483677338876,0.9151307344436646,-0.012608716076200658,1,0,55177.152156829834
2014-08-12,-0.017813167825042827,0.9153485894203186,-0.012344809207480555,-1,-1000000,55177.152156829834
2014-08-13,-0.006880743047863951,0.9162711501121521,-0.011043759030992065,0,-1000000,54254.59146499634
2014-08-14,-0.005644860123645991,0.9169180393218994,-0.009342718431108695,0,-1000000,53607.70225524902
2014-08-17,-0.004777506356006988,0.9180797934532166,-0.004892300310984107,0,-1000000,52445.948123931885
2014-08-18,-0.008008693461172117,0.9182483553886414,-0.00712378903735679,0,-1000000,52277.38618850708
2014-08-19,-0.008799847652840134,0.9140684604644775,-0.010501242802518745,0,-1000000,56457.2811126709
2014-08-20,-0.015420369245336837,0.9118264317512512,-0.011879104931511734,1,0,58699.30982589722
2014-08-21,-0.012122866890505804,0.9136090874671936,-0.008659875535197998,0,0,58699.30982589722
2014-08-24,-0.017005157198731774,0.9116684794425964,-0.014249377794587218,-1,-1000000,58699.30982589722
2014-08-25,-0.021224955459132566,0.9096697568893433,-0.014327209145727856,0,-1000000,60698.03237915039
2014-08-26,-0.01865370190846034,0.913241982460022,-0.01617561968482615,1,0,57125.80680847168
2014-08-27,-0.019199386856075328,0.9201748371124268,-0.01698685033558905,-1,-1000000,57125.80680847168
2014-08-28,-0.016966120445522967,0.9212344288825989,-0.016294419214214213,0,-1000000,56066.21503829956
2014-08-31,-0.018050096126764482,0.9194472432136536,-0.017908817918667125,0,-1000000,57853.40070724487
2014-09-01,-0.010214951199781937,0.9200478196144104,-0.013112180873635972,1,0,57252.82430648804
2014-09-02,-0.020744801722072284,0.9149130582809448,-0.013801897477294121,-1,-1000000,57252.82430648804
2014-09-03,-0.0191768816727555,0.9184423685073853,-0.012345481115660913,0,-1000000,53723.51408004761
2014-09-04,-0.025975450805734494,0.9187798500061035,-0.03660517916305326,0,-1000000,53386.032581329346
2014-09-07,-0.01759030334808277,0.9186532497406006,-0.03387174609783331,0,-1000000,53512.632846832275
2014-09-08,-0.016336041062544233,0.910663902759552,-0.03448521106005287,0,-1000000,61501.97982788086
2014-09-09,-0.018137489568435916,0.9112115502357483,-0.0310188275873783,1,0,60954.33235168457
2014-09-10,-0.029993337616455618,0.9134088158607483,-0.033961724522931676,-1,-1000000,60954.33235168457
2014-09-11,-0.02189437404750416,0.9061171412467957,-0.023660226680583683,0,-1000000,68246.0069656372
2014-09-14,-0.021638013076392106,0.9019410014152527,-0.01852294128878853,-1,-2000000,72422.14679718018
2014-09-15,-0.01675076988773921,0.9050101637840271,-0.04296569640586779,1,-1000000,68948.56691360474
2014-09-16,-0.01799462669125518,0.9113277792930603,-0.0373883782961197,1,0,59966.206550598145
2014-09-17,-0.030245821833312536,0.9083807468414307,-0.057368458948000585,-1,-1000000,59966.206550598145
2014-09-18,-0.023183736721995224,0.9139180779457092,-0.04173312448424338,0,-1000000,54428.87544631958
2014-09-21,-0.021608561051339115,0.9136174321174622,-0.05130713449645621,0,-1000000,54729.52127456665
2014-09-22,-0.01901026899001104,0.9059037566184998,-0.03951962704904479,0,-1000000,62443.19677352905
2014-09-23,-0.02017179768906194,0.9033423662185669,-0.03241725914649821,1,0,65004.587173461914
2014-09-24,-0.020431320031776553,0.9029345512390137,-0.040170281292507194,-1,-1000000,65004.587173461914
2014-09-25,-0.03569032802563822,0.9005764126777649,-0.03769463012207805,0,-1000000,67362.7257347107
2014-09-28,-0.04066546531917249,0.8957362771034241,-0.04550442804813122,1,0,72202.86130905151
2014-09-29,-0.05056867436872606,0.8960894346237183,-0.04205547724479872,-1,-1000000,72202.86130905151
2014-09-30,-0.03460354340809321,0.89239501953125,-0.036399866920266116,0,-1000000,75897.27640151978
2014-10-01,-0.03864384579557145,0.8968609571456909,-0.035034647681527184,1,0,71431.33878707886
2014-10-02,-0.019080788428082814,0.8963786363601685,-0.021900884919032047,-1,-1000000,71431.33878707886
2014-10-05,-0.031247570788519467,0.888123095035553,-0.0421670003956915,0,-1000000,79686.88011169434
2014-10-06,-0.02212212699129289,0.8973036408424377,-0.02511968100717249,1,0,70506.33430480957
2014-10-07,-0.01960693833494939,0.896217942237854,-0.015368695320039984,-1,-1000000,70506.33430480957
2014-10-08,-0.010634867080618934,0.9006575345993042,-0.007024228915069539,0,-1000000,66066.74194335938
2014-10-09,-0.009143677294996162,0.8942463994026184,-0.006632276789955011,0,-1000000,72477.87714004517
2014-10-12,-0.010939106726336013,0.8938547968864441,-0.00984874689212687,1,0,72869.47965621948
2014-10-13,-0.002326691232019479,0.8924587368965149,0.0034434365643216855,0,0,72869.47965621948
2014-10-14,0.002018100575501029,0.8837825655937195,-0.0010158022614017467,0,0,72869.47965621948
2014-10-15,0.017442486295139233,0.8877761960029602,0.023831542629580857,1,1000000,72869.47965621948
2014-10-16,0.014619779157071746,0.8880206346511841,0.022196172337192975,0,1000000,73113.91830444336
2014-10-19,0.014471115301571674,0.8858965039253235,0.01562772726609433,-1,0,70989.78757858276
2014-10-20,0.019579983926986115,0.8855827450752258,0.023680474233203554,1,1000000,70989.78757858276
2014-10-21,0.014530751045463116,0.8906305432319641,0.010864559525371196,0,1000000,76037.58573532104
2014-10-22,0.0018798266087060107,0.8888888955116272,0.0015935550732449335,-1,0,74295.93801498413
2014-10-23,-0.003277668984411797,0.8910273313522339,-0.004526926537597623,0,0,74295.93801498413
2014-10-27,0.0007004830829680758,0.8898380398750305,0.0019889864154191647,0,0,74295.93801498413
2014-10-28,0.004882028259598754,0.8890469670295715,0.00717138189778935,0,0,74295.93801498413
2014-10-29,0.0021384632667568616,0.8954154849052429,0.004990798205996961,0,0,74295.93801498413
2014-10-30,-0.012883360909998446,0.8935751914978027,-0.013817111039261103,-1,-1000000,74295.93801498413
2014-10-31,-0.005467781767740225,0.8933357000350952,-0.011547031997139478,0,-1000000,74535.42947769165
2014-11-03,-0.00551140144394064,0.8859750032424927,-0.0241219957835505,1,0,81896.12627029419
2014-11-04,-0.004326482609459843,0.8804677724838257,-0.020579587908623794,-1,-1000000,81896.12627029419
2014-11-05,0.007115501921623697,0.877739667892456,-0.007931269697828288,0,-1000000,84624.23086166382
2014-11-06,-0.004169756685583309,0.8776394724845886,-0.018445282781982306,1,0,84724.42626953125
2014-11-07,-0.003621251680245477,0.8751739263534546,-0.02210274053639934,-1,-1000000,84724.42626953125
2014-11-10,-0.004609016872761577,0.882799506187439,-0.019056012533881242,0,-1000000,77098.84643554688
2014-11-11,-0.0016345561926088045,0.8795461654663086,-0.01701325002538774,0,-1000000,80352.18715667725
2014-11-12,0.0020253720643591015,0.8823010921478271,-0.013678059155479913,0,-1000000,77597.26047515869
2014-11-13,0.005475859370721401,0.8831971883773804,-0.01601723201174513,0,-1000000,76701.16424560547
2014-11-14,0.010570846784412486,0.8786574006080627,-0.009306462930469803,0,-1000000,81240.9520149231
2014-11-17,0.009629586967961259,0.8856846690177917,-0.01243480577508,-1,-2000000,74213.68360519409
2014-11-18,0.009570981733048739,0.8853474855422974,-0.01426887832518372,0,-2000000,74888.05055618286
2014-11-19,0.009358977672490276,0.8832517862319946,-0.007957227862213014,0,-2000000,79079.44917678833
2014-11-20,0.003891096205223785,0.8811349272727966,-0.00929098829879656,0,-2000000,83313.16709518433
2014-11-21,0.0032767938680351993,0.8842514753341675,-0.009991303143336872,0,-2000000,77080.07097244263
2014-11-24,-0.00015921195724514885,0.8904560208320618,-0.020920749125469325,0,-2000000,64670.97997665405
2014-11-25,0.0013716622493686564,0.8858180046081543,-0.01428321722756904,0,-2000000,73947.012424469
2014-11-26,-0.004484506068526812,0.8890469670295715,-0.013914272403853397,0,-2000000,67489.08758163452
2014-11-27,-0.00018335902011277962,0.888738751411438,-0.009109912825843171,0,-2000000,68105.51881790161
2014-11-28,0.0039553555694717855,0.8819119334220886,-0.005660163070540036,0,-2000000,81759.15479660034
2014-12-01,0.0052701741415941755,0.8730650544166565,-0.004857547818836925,0,-2000000,99452.9128074646
2014-12-02,0.0017650786753159345,0.8833922743797302,-0.006860252651311469,1,-1000000,75835.49618721008
2014-12-03,0.0016655128178128219,0.8771929740905762,-0.008248454853205698,0,-1000000,88234.09676551819
2014-12-04,-0.006029555823327358,0.8800957798957825,-0.01563571267815298,1,0,82094.96736526489
2014-12-05,-0.0019170849172993783,0.8781944513320923,-0.009040084535225801,0,0,82094.96736526489
2014-12-08,-0.007420528821940085,0.8737439513206482,-0.01625009893271573,-1,-1000000,82094.96736526489
2014-12-09,-0.007085544257232457,0.8709966540336609,-0.009315906039212802,0,-1000000,84842.2646522522
2014-12-10,-0.005376520884789775,0.8742022514343262,-0.00437525924047365,1,0,81636.66725158691
2014-12-11,0.00823831386577365,0.8720676302909851,0.008192784529336573,0,0,81636.66725158691
2014-12-12,0.009796331880484946,0.867430567741394,0.004873385254877648,0,0,81636.66725158691
2014-12-15,0.009531515967214223,0.8647377490997314,0.010928370039434471,1,1000000,81636.66725158691
2014-12-16,0.013586276861870503,0.8580892086029053,0.014617375784800424,0,1000000,74988.12675476074
2014-12-17,0.01640370090501886,0.8596973419189453,0.02147771956428372,0,1000000,76596.26007080078
2014-12-18,0.006081510206209305,0.8594018816947937,0.0004809952369885022,0,1000000,76300.79984664917
2014-12-19,0.010232737065965202,0.8633341789245605,-0.0019227277529084304,0,1000000,80233.09707641602
2014-12-22,0.00875913521766498,0.8611039519309998,-0.006321751369681449,0,1000000,78002.87008285522
2014-12-23,0.0073535782206031845,0.8589220643043518,-0.00737204840877013,0,1000000,75820.98245620728
2014-12-24,0.003785224949898482,0.8607333302497864,-0.013543876229990561,-1,0,77632.24840164185
2014-12-25,0.005420632688758122,0.8605778217315674,-0.009333653267272621,0,0,77632.24840164185
2014-12-26,0.005369311957671779,0.8607333302497864,-0.007803275314770979,0,0,77632.24840164185
2014-12-29,0.007272239039152957,0.8597639203071594,-0.008120526287741651,0,0,77632.24840164185
2014-12-30,0.010919734056945274,0.859010636806488,-0.007321271162629328,0,0,77632.24840164185
2014-12-31,0.012746426478176196,0.8617123961448669,-0.004362106812020563,0,0,77632.24840164185
2015-01-01,0.008634210809012558,0.860985279083252,-0.008540074893592884,0,0,77632.24840164185
2015-01-02,0.006725097140597414,0.8610298037528992,-0.008859851645312434,0,0,77632.24840164185
2015-01-05,0.004731636116002717,0.8479607105255127,-0.015088565770557623,-1,-1000000,77632.24840164185
2015-01-06,0.004559040860636157,0.8505571484565735,-0.014866145193348031,0,-1000000,75035.81047058105
2015-01-07,0.013893524428540267,0.8448086977005005,-0.01194330666174041,0,-1000000,80784.26122665405
2015-01-08,0.014197065304348553,0.8461310863494873,-0.01433165142772711,1,0,79461.87257766724
2015-01-09,0.01863672770301819,0.8454943895339966,-0.01313702951330676,-1,-1000000,79461.87257766724
2015-01-12,0.022496843874328112,0.8442879915237427,8.626429119059514e-06,0,-1000000,80668.27058792114
2015-01-13,0.020199442090245406,0.8355615139007568,0.003565426822805878,1,0,89394.74821090698
2015-01-14,0.015749812653557037,0.836505115032196,0.0019734219029376877,0,0,89394.74821090698
2015-01-15,0.010041209377729652,0.8370302319526672,0.0023192388882024733,0,0,89394.74821090698
2015-01-16,0.025743999243905392,0.8362602591514587,0.04329553157001242,1,1000000,89394.74821090698
2015-01-19,0.0189637481764467,0.8354009985923767,0.030070474592996988,0,1000000,88535.48765182495
2015-01-20,0.011639937203205202,0.8364700675010681,0.018918263128302408,0,1000000,89604.55656051636
2015-01-21,0.005610306603853539,0.8255524635314941,-0.014187920419291457,-1,0,78686.95259094238
2015-01-22,0.008422291508137659,0.8101233243942261,-0.0016481454610992941,0,0,78686.95259094238
2015-01-23,0.00028694537339484655,0.8076109290122986,-0.013326787398202592,-1,-1000000,78686.95259094238
2015-01-26,-0.00762424608337961,0.8027614951133728,-0.016514378270231625,0,-1000000,83536.38648986816
2015-01-27,-0.0038290789608425996,0.8013269901275635,-0.0053449975188957985,1,0,84970.89147567749
2015-01-28,-0.006701567279938467,0.806842029094696,-0.002817002926651428,0,0,84970.89147567749
2015-01-29,-0.015576010850930633,0.7985944747924805,-0.004464065992104316,0,0,84970.89147567749
2015-01-30,-0.014425529513350022,0.7928956747055054,0.000234436568662282,0,0,84970.89147567749
2015-02-02,-0.012125092732317481,0.788140058517456,0.0015645484666701067,0,0,84970.89147567749
